# regenerated: 2026-09-16 (#4417 — every row re-captured in ONE renderer-static run)
# Mode change, not a code change. capture.sh now pins `--bench-mode
# renderer-static` (authored camera, dt=0). Every row below this header's
# predecessors was captured with no --bench-mode, which the engine resolves to
# `system-live` (free camera, wall-clock dt). The two modes place the camera
# differently, so the frustum and the whole draw split differ. Same build:
#   system-live      draws=3964/248b/16c raster=359
#   renderer-static  draws=3969/196b/13c raster=256
# The system-live capture reproduced the previous draw rows exactly, so the
# draw-row move below is the camera, not a regression. The new `bench_mode`
# row makes the mode part of the contract. skin_pool_* now come from the
# bench: line's `skin=L/M+S` token, read at the measured frame. Draw-split
# invariant holds: 196 <= 256 <= 3969, 13 <= 2 x 196.
# skin_pool_live 299 -> 264 (advisory). The system-live capture of the same
# build also read 264, so 299 was a stale row, not a mode effect.
# entities_total 18969 is unchanged since the #4125 regen below.
# regenerated: 2026-09-15 (#4125 — entities_total + tex_missing_all_slots; render-load rows re-confirmed exact)
# RT-3/#4125 filed the -2.22% entities_total drop (19399 -> 18969) that the
# 09-14 #4195 pass measured but deliberately left un-regenerated, being scoped
# to the draw split. Re-captured independently at 00b75ed0 via
# `.claude/commands/audit-runtime/capture.sh --game fo4 --cell InstituteBioScience`:
# entities=18969 again, with the harness's own stats-vs-bench cross-check
# agreeing exactly (stats=18969 bench=18969 delta=0). Two independent runs on
# different HEADs reading the same number is what makes this a settled level
# rather than drift in progress, which is the condition #4125 said to
# regenerate on.
#
# Nothing else moved. The whole render-load contract came back bit-identical to
# the rows below: bench_draws_cmds 3964, bench_draws_raster_cmds 359,
# bench_draws_batches 248, bench_draws_gpu_calls 16, light_count_point 685,
# tex_missing_base_color 1, mesh_cache_failed_count 0. A "content failed to
# spawn" regression would have dropped cmds alongside entities; holding every
# draw row exact across a 430-entity fall is the opposite signature, and is the
# evidence this regen rests on. The 430 are non-rendering bodies.
#
# `tex_missing_all_slots` 16 -> 2 is also regenerated, and is NOT part of the
# above: it is a 14-path *improvement* in the informational row, measured off
# the same capture (`tex.missing` reports 2 unique paths, both `temp_v1_*`).
# Its cause was not investigated here — it is explicitly non-gating per
# `audit-runtime/SKILL.md` and has no baseline lineage to diff against, so the
# row is brought up to the measured value rather than left stale at a number
# no current run produces.
# regenerated: 2026-09-14 (#4195 — all four bench_draws_* rows from ONE capture; other rows held)
# The 09-03 #3660 partial regen measured bench_draws_raster_cmds=256 but held
# bench_draws_batches=296 from the 08-22 #3006 capture, leaving batches >
# raster_cmds, a pair no single run can produce (a DrawBatch forms only from a
# raster-prefix command). Re-captured together at fd9d000b+ via
# `.claude/commands/audit-runtime/capture.sh --game fo4 --cell InstituteBioScience`:
# `draws=3964/248b/16c bench_draws_raster_cmds=359`. That satisfies the Phase 3
# draw-split invariant (248 <= 359 <= 3964, 16 <= 2 x 248). Against the old rows,
# cmds +0.4% (inside x1.1), batches fell and gpu_calls matched exactly.
# The same run read entities=18969 (bench line and `stats` agree): -2.2% against
# the held 19399, just outside the +/-2% band. It is NOT regenerated here, since
# this pass was scoped to the draw split; bench_draws_cmds did not move with it.
# regenerated: 2026-09-03 (#3660 — measured raster-prefix command count; other rows held)
# regenerated: 2026-08-22 (#3006 — RT-2026-08-16-07 root-caused and re-baselined)
# RT-1/#2215: bench_draws_gpu_calls 40 -> 42, bench_draws_batches 272 -> 753.
# Same draw_sort_key depth-primary-for-alpha-over mechanism as the FNV regen
# in this commit — see byroredux/src/render/mod.rs draw_sort_key and the
# fnv-FreesideAtomicWrangler.tsv header for the full root-cause note.
# bench_draws_cmds fell 3800 -> 3440 over the same window (unrelated,
# pre-existing improvement) so the render-load contract still corroborates
# "no more visible geometry drawn, just more/smaller batches".
# RT-2/#2216: entities_total 11279 -> 12448 (+10.36%, matches the #2216
# measurement exactly) and skin_pool_live 100 -> 124. Both re-verified
# benign: bench_draws_cmds moved -9.5% (3800->3440) against the entity
# rise — more non-rendering bodies, not more rendering — and
# skin_pool_overflow_attempts stayed 0 / skin_pool_max stayed 1364, so
# there's no pressure on the #1284 cap. skin_pool_live rise continues to
# attribute to the ongoing skin-version-gate fix line (22798ecc and its
# 2026-08 follow-ups — see HISTORY.md).
#
# #3006 (2026-08-22) — bisected the 08-16 audit's entities_total/
# bench_draws_cmds/skin_pool_live rise (12448->14688, 3440->3954,
# 124->248) to `322f33a8` ("Refactor lighting system to support
# inheritance flags and improve effect shader handling", 2026-08-10).
# That commit's `static_meshes.rs` change is a deliberate, verified-
# correct fix: effect-shader material draws (glass/particle FX,
# MATERIAL_KIND_EFFECT_SHADER) were previously excluded from TLAS
# eligibility, so a frustum-culled effect-shader draw with no raster
# path was silently dropped as a dead record. The fix stops excluding
# them so optical/GI rays can see them (`VISIBILITY_LAYER_EFFECT`),
# which legitimately increases retained draw commands — this is more
# correct rendering, not a merge-key defect. Confirmed reproducible:
# camera_pos, entities_total, and the full draws=N/Mb/Kc split are
# bit-identical across two independent re-runs at HEAD.
# entities_total continued climbing past the audit's 14688 to 18256 by
# 2026-08-22 (+46.7% vs this baseline's prior 12448); skin_pool_live
# matches the audit's reported 248 exactly. bench_draws_cmds (3949) and
# skin_pool_live both moved roughly proportionally with entities_total,
# consistent with the already-documented benign-creep pattern (RT-2/
# #2216 above, RT-3/#1705) rather than a new defect — mesh_cache_failed_count
# and tex_missing_unique_paths are unchanged, and skin_pool_overflow_attempts
# stayed 0 against the unchanged skin_pool_max=1364 cap.
# bench_draws_batches/gpu_calls both fell substantially (753->296, 42->16);
# both metrics only gate on an INCREASE past baseline x1.1, so this is a
# clean pass, not a finding.
#
# ── 2026-09-02: #3550 (RT-4) + #3553 (RT-7) + #3554 (RT-8) + #3556 (RT-10) ──
#
# #3550/RT-4 — `tex_missing_unique_paths` split into `tex_missing_base_color`
# (strict gate) + `tex_missing_all_slots` (informational); see
# `.claude/commands/audit-runtime/SKILL.md` §Phase 3. base_color stays 1
# (EXACT PASS per the RT-4 evidence table); all_slots is a new, non-gating
# row at 16 (the full 26-role surface, #3349).
#
# #3553/RT-7 — skin_pool_live 248 -> 299 (+51). skin_pool_overflow_attempts
# stays 0 and skin_pool_max stays 1364 — no pressure on the #1284 cap,
# continuing the benign-creep line already documented above. Regenerated;
# now advisory, not a hard gate (see skin_pool_max/overflow_attempts).
#
# #3554/RT-8 — entities_total 18256 -> 19399 (+6.26%, past the +/-2% band).
# Re-verified benign the same way as every prior entry in this file:
# bench_draws_cmds moved only +1.3% over the same window, i.e. proportional
# body-count creep, not render-load growth — the mirror of the RT-8 issue's
# own skyrim_se counter-example, where cmds moved +5.0% alongside its
# entities spike and was NOT treated as benign. `bench_draws_cmds` itself
# is left at its last directly-measured value (3949) since this pass did
# not re-capture the draw split, only entities_total + skin_pool_live per
# the mitigating-evidence check above.
#
# #3556/RT-10 — light_count_directional was derived from block presence
# (always 1, could never fail — #3424); the real per-emitter dump measures
# 0 directional / 685 point. Added light_count_point, corrected
# light_count_directional.
bench_mode	renderer-static
entities_total	18969
tex_missing_base_color	1
tex_missing_all_slots	2
mesh_cache_failed_count	0
light_count_point	685
light_count_directional	0
skin_pool_live	264
skin_pool_max	1364
skin_pool_overflow_attempts	0
bench_fps_p50	79.5
bench_fps_avg	79.5
bench_draws_cmds	3969
bench_draws_raster_cmds	256
bench_draws_batches	196
bench_draws_gpu_calls	13
